OPT_Code,Name,Affiliation,Site_Type,Street_Address,Zip,Longitude,Latitude
75671,ST JUDE,Parochial,School,40 WILSON DRIVE,10591,-73.85226,41.084046
75676,BARBARA C.WILSON PRESCHOOL,Nonsectarian,School,280 CROSSWAYS PARK DRIVE,11757,-73.483844,40.808209
75678,CRESTWOOD COUNTRY DAY SCHOOL,Nonsectarian,School,313 ROUND SWAMP ROAD,11747,-73.440707,40.793319
75680,WINDWARD SCHOOL - UPPER SCHOOL,Nonsectarian,School,40 WEST RED OAK LANE,10604,-73.719743,41.015238
75682,BOCES @ LAKELAND COPPER BEACH,Non-NYC Public,School,3417 OLD YORKTOWN ROAD,10598,-73.814759,41.320699
75683,FARRAGUT MIDDLE SCHOOL,Non-NYC Public,School,27 FARRAGUT AVENUE,10706,-73.877763,40.994446
75684,WEST.SCH SP. CHILD MT CARMEL,Nonsectarian,School,85 LINDEN ST,10701,-73.892157,40.932907
75685,SOLOMON SCHECHTER SCH OF WEST,Yeshiva,School,555 WEST HARTSDALE AVENUE,10530,-73.809785,41.033243
75686,BRUNO PONTERIO RIDGE ST.SCHOOL,Non-NYC Public,School,390 NORTH RIDGE STREET,10573,-73.679734,41.032129
75687,WESTFIELD DAY SCHOOL,Nonsectarian,School,23 PURDY AVENUE,10580,-73.684087,40.98466
75688,SOUTHERN WEST.THERAPUTIC CTR,Nonsectarian,School,200 HAMILTON AVENUE,10601,-73.769096,41.033473
75691,GERSH ACADEMY - WEST HEMPSTEAD,Yeshiva,School,307 EAGLE AVENUE,11552,-73.653352,40.68687
75697,SOUTHERN WESTCHESTER BOCES,Non-NYC Public,School,65 GRASSLANDS ROAD,10595,-73.782688,41.070007
75699,WEST HILLS MONTESSORI SCHOOL,Nonsectarian,School,165 PIDGEON HILL ROAD,11746,-73.388995,40.821502
75705,ST AGNES ELEMENTARY SCHOOL,Parochial,School,70 Clinton Ave,11570,-73.645991,40.660869
75708,HOLY TRINITY DIOCESAN H.S,Parochial,School,98 Cherry Lane,11801,-73.531549,40.749098
75709,SCHOOL OF THE HOLY CHILD HS,Parochial,School,2205 WESTCHESTER AVE,10580,-73.699972,41.009701
75710,HEBREW ACADEMY FIVE TOWNS,Yeshiva,School,635 CENTRAL AVENUE,11516,-73.721069,40.623668
75711,HEBREW ACADEMY OF NASSAU CNTY,Yeshiva,School,"215 OAK STREET,",11553,-73.604891,40.717434
75714,WALDEN SCHOOL,Non-NYC Public,School,200 BOCES DRIVE,10598,-73.764164,41.276795
75715,SACRED HEART SEMINARY,Parochial,School,95 FULTON AV,11550,-73.635555,40.705433
75716,JOHN CARDINAL O'CONNOR SCHOOL,Parochial,School,16 NORTH BROADWAY,10533,-73.86479,41.039397
1080,MANHATTAN CHARTER SCH II,Charter,School,220 HENRY STREET,10002,-73.986331,40.713608
75717,VINCENT SMITH SCHOOL,Other Religion,School,322 Port Washington Blvd,11050,-73.675796,40.809474
75719,ST LADISLAUS SCHOOL,Parochial,School,18 Richardson Pl,11550,-73.617463,40.707343
75720,Mesivta Ateres Yaakov of LI,Yeshiva,School,131 WASHINGTON AVENUE,11559,-73.72775,40.62081
75734,EASTVIEW MS-SW BOCES PROGRAM,Non-NYC Public,School,350 MAIN STREET,10601,-73.760135,41.035867
75745,L.I. LUTHERAN MIDDLE & HS,Nonsectarian,School,131 BROOKVILLE ROAD,11545,-73.552067,40.820851
75748,MARIST HS,Parochial,School,1241 KENNEDY BVD,7002,-74.105653,40.689387
75751,WESTCHESTER AREA SCHOOL,Christian,School,456 WEBSTER AVE,10801,-73.796276,40.91876
75758,YESH. TORAS CHAIM OF S. SHORE,Yeshiva,School,1170 WILLIAM ST,11557,-73.707753,40.641239
75760,THE SINAI SCHOOL,Yeshiva,School,110 SOUTH ORANGE AVE,7039,-74.361258,40.776353
75765,WESTCHESTER HEBREW H.S.,Yeshiva,School,856 ORIENTA AVE,10543,-73.730626,40.934442
75766,HEBREW ACAD OF NASSAU COUNTY,Yeshiva,School,609 HEMPSTEAD AVENUE,11552,-73.656049,40.694166
75771,SCHOOL OF THE HOLY SPIRIT,Parochial,School,13 SOUTH 6 STREET,11040,-73.689051,40.731509
75773,MA-ECDP @ LEEDS CENTER,Nonsectarian,School,600 COMMUNITY DRIVE,11030,-73.703105,40.775567
75775,HEBREW ACADEMY OF FIVE TOWNS,Yeshiva,School,33 WASHINGTON AVE,11559,-73.725881,40.61774
75777,MARTIN DEPORRES SCHOOL,Nonsectarian,School,621 ELMONT ROAD,11003,-73.717563,40.694139
75779,STEIN YESHIVA OF LINCOLN PARK,Yeshiva,School,287 CENTRAL PARK AVE,10704,-73.873779,40.914899
75784,THE MOSAIC SCHOOL,Nonsectarian,School,1309 WANTAGH AVENUE,11793,-73.506237,40.690656
75785,OUR LADY OF PERPETUAL HELP,Parochial,School,575 FOWLER AVE.,10803,-73.802117,40.898065
75787,BOCES S.W. @ Hommocks M.S.,Non-NYC Public,School,130 Hommocks Rd.,10538,-73.739675,40.931398
75788,BOCES S.W. @ Pleasantville MS,Non-NYC Public,School,30 Romer Avenue,10570,-73.787354,41.135651
75789,WORD OF LIFE MINISTRIES ACAD.,Nonsectarian,School,75 WEST MERICK ROAD,11520,-73.58327,40.653728
75790,EDEN II GENESIS SCHOOL,Nonsectarian,School,270 WASHINGTON AVE,11803,-73.461328,40.784362
75795,YAVNEH ACADEMY,Nonsectarian,School,155 NORTH FARVIEW AVE,7652,-74.065651,40.928594
75800,THE FORUM SCHOOL,Nonsectarian,School,107 WYCKOFF AV,7463,-74.128905,41.00995
75801,LAWRENCE COUNTRY-WOODMERE ACAD,Nonsectarian,School,336 WOODMERE BLVD,11598,-73.714899,40.634709
75808,HUNTINGTON LRNG CTR IMPARTIAL,Nonsectarian,School,1506 NORTHERN BLVD,11030,-73.691689,40.793572
75809,THE CHAD SCIENCE ACADEMY,Other Religion,School,370 SOUTH 7 STREET,7103,-74.199438,40.73588
75810,ST DOMINIC'S SCHOOL,Nonsectarian,School,WESTERN HWAY,10913,-73.954773,41.055024
75811,AMERICAN RENAISSANCE SCHOOL,Nonsectarian,School,468 Rosedale Avenue,10605,-73.731299,41.00059
75812,MASERA LEARNING CTR,Nonsectarian,School,650 UDALL ROAD,11795,-73.300363,40.723416
75813,SINAI AT NORTH JERSEY,Yeshiva,School,666 KINDERMACK ROAD,7661,-74.034052,40.930734
75815,ANDALUSIA SCHOOL,Nonsectarian,School,380 WALNUT STREET,10701,-73.885691,40.934821
75816,GREEN CHIMNEYS SCHOOL,Nonsectarian,School,400 DOANSBURG ROAD,10509,-73.569674,41.4363
75817,ARDSLEY MIDDLE SCHOOL,Non-NYC Public,School,700 ASHFORD AVENUE,10502,-73.836799,41.005207
75819,NORTH SIDE SCHOOL,Non-NYC Public,School,110 EAST WILLISTON AVENUE,11596,-73.630846,40.759084
75820,BANYAN SCHOOL,Nonsectarian,School,12 HOLLYWOOD AVENUE,7004,-74.315006,40.876352
75830,ST.DOMINIC ACADEMY,Parochial,School,2572 KENNEDY BLVD,7304,-74.072575,40.725621
75836,ST JUDE HABILITATION INSTITUTE,Nonsectarian,School,40 WILSON PK DR,10591,-73.852262,41.084046
75837,BERGEN CTR FOR CHILD DEVELOP,Other Religion,School,140 PARK STREET,7641,-73.991641,40.95897
75840,THE WALDORF SCHOOL OF GARDEN C,Nonsectarian,School,225 CAMBRIDGE AVENUE,11530,-73.683839,40.716965
75841,NY SCHOOL FOR THE DEAF,Nonsectarian,School,555 KNOLLWOOD RD,10603,-73.798026,41.05555
75843,NORTH SALEM MS/HS,Non-NYC Public,School,230 June Rd,10560,-73.593408,41.355551
75844,UCP OF GREATER SUFFOLK,Nonsectarian,School,9 SMITHS LANE,11725,-73.277691,40.839706
75847,REACH ACADEMY,Non-NYC Public,School,45 EAST GAINSBORG AVENUE,10604,-73.74824,41.03807
75848,KENSICO SCHOOL,Non-NYC Public,School,320 COLUMBUS AVENUE,10577,-73.777399,41.091726
75850,RAMBAM MESIVTA,Yeshiva,School,15 FROST LANE,11559,-73.727086,40.616782
75852,THE DAVID GREGORY SCHOOL,Nonsectarian,School,357 FARVIEW AVE,7652,-74.060694,40.940994
75853,GERMAN SCHOOL OF NEW YORK,Nonsectarian,School,50 PARTRIDGE ROAD,10605,-73.733994,41.013849
75854,BOCES SOUTHERN WEST.VIR.ROAD,Non-NYC Public,School,86 VIRGINIA ROAD,10603,-73.777611,41.064674
75855,NEW ROAD SCHOOL OF PARLIN,Nonsectarian,School,3071 BORDENTOWN AVENUE,8859,-74.317984,40.445843
75857,MAHOPAC FALLS ELEMENTARY,Non-NYC Public,School,100 MYRTLE AVENUE,10541,-73.760794,41.363831
75858,FOURWINDS LEARNING CTR,Nonsectarian,School,800 CROSSRIVER RD,10536,-73.62261,41.26338
75864,BLIND BROOK MIDDLE SCHOOL,Non-NYC Public,School,840 KING STREET,10573,-73.670766,41.03107
75865,ST.VINCENTS PARTIAL HOSP. PROG,Nonsectarian,School,275 NORTH STREET,10528,-73.707762,40.98545
75866,LINDAMOOD BELL LEARNING PROC.,Nonsectarian,School,20 ROOSEVELT AVENUE,11576,-73.647724,40.803911
75867,LONGVIEW SCHOOL,Non-NYC Public,School,296 LOCUST AVENUE,10567,-73.899793,41.311582
75869,WEST PREP SCHOOL,Nonsectarian,School,GRASSLANDS ROAD,10595,-73.7796,41.0659
75870,JAPANESE CHILDREN'S SOCIETY,Nonsectarian,School,8 WEST BAYVIEW AVE,7632,-73.95842,40.86675
75871,HAWTHORNE CEDAR LITTLE,Non-NYC Public,School,226 LINDA AVENUE,10532,-73.787265,41.103384
75873,GREEN MEADOW WALDORF SCHOOL,Nonsectarian,School,307 HUNGRY HOLLOW ROAD,10977,-74.06429,41.08538
75875,SHEPARD HIGH SCHOOL,Nonsectarian,School,2 MILLER ROAD,7405,-74.392964,40.963526
75876,HAWTHORNE CEDAR KNOLLS MS,Non-NYC Public,School,226 LINDA AVE,10532,-73.787265,41.103384
75877,THE HUDSON SCHOOL,Nonsectarian,School,506 PARK AVENUE,7030,-74.032091,40.742784
75878,NEW BEGINNINGS @ GLENVIEW ACAD,Nonsectarian,School,24 DWIGHT PLACE,7004,-74.288975,40.873659
75879,HOLY NAME OF JESUS,Parochial,School,70 PETERSVILLE ROAD,10801,-73.77173,40.918849
75880,TAPPAN ZEE HS ROCKLAND BOCES,Non-NYC Public,School,15 DUTCH HILL ROAD,10962,-73.955239,41.049493
75881,OUR LADY OF LOURDES,Parochial,School,76 PARK BLVD.,11565,-73.667243,40.674026
75882,PARAMUS CATHOLIC HS,Parochial,School,425 PARAMUS ROAD,7652,-74.093586,40.951498
75883,Y.A.L.E.,Nonsectarian,School,200 MANSFIELD ROAD EAST,8022,-74.69097,40.088661
75884,ISAAC E.YOUNG MIDDLE SCHOOL,Non-NYC Public,School,270 CENTRE AVENUE,10805,-73.779219,40.902267
75885,BRUNSWICK SCHOOL,Nonsectarian,School,100 MAHER AVENUE,6830,-73.626959,41.037931
75886,BROOKVILLE CTR CHILDREN SER.,Nonsectarian,School,189 WHEATLEY ROAD,11545,-73.589325,40.806099
75887,KULANU TORAH ACADEMY HS,Yeshiva,School,620 CENTRAL AVENUE,11516,-73.721419,40.623412
75888,PROGRESSIVE SCH OF LONG ISLAND,Nonsectarian,School,1425 MERRICK AVENUE,11566,-73.559861,40.684625
75889,VALLEY STREAM CHRISTIAN ACAD,Nonsectarian,School,12 EAST FAIRVIEW AVENUE,11580,-73.698255,40.663401
75890,YESHIVA KETANA OF LONG ISLAND,Yeshiva,School,321 DOUGHTY BLVD,11096,-73.74657,40.620635
75891,KULANU TORAH ACADEMY,Yeshiva,School,44 FROST LANE,11559,-73.72777,40.61837
75892,PREMM LEARNING CENTER,Nonsectarian,School,1200 MONTAUK HIGHWAY,11769,-73.129354,40.741511
75893,ST. RAYMOND SCHOOL,Parochial,School,263 ATLANTIC AVENUE,11518,-73.666702,40.649502
75894,ST BENEDICT'S PREP,Parochial,School,520 DR.MARTIN LUTHER KING JR BLVD,7102,-74.179934,40.736072
75895,LONG BEACH ADULT LRNG. CENTER,Nonsectarian,School,75 EAST WALNUT STREET,11561,-73.661925,40.587623
75897,PRIME TIME FOR THE KIDS,Nonsectarian,School,60 PHILLIPS HILL AVENUE,10956,-73.991169,41.164129
75898,ST.ANTHONY H.S.,Parochial,School,175 8TH STREET,7302,-74.042579,40.72668
75899,D.R.S. YESHIVA HS FOR BOYS,Yeshiva,School,700 IBSEN STREET,11598,-73.725467,40.633943
75902,ST MARK'S LUTHERAN SCH,Christian,School,KIMBALL AV & ST MARKS PL.,10704,-73.867818,40.903201
75907,HENRY VISCARDI SCHOOL,Nonsectarian,School,201 I.U WILLETS ROAD,11507,-73.657412,40.769733
75908,THE HALLEN SCHOOL,Nonsectarian,School,97 CENTRE AVE,10801,-73.783973,40.907405
75910,WOODWARD MENTAL HEALTH CNTR,Nonsectarian,School,201 WEST MERRICK RD,11520,-73.5888,40.652672
75911,MILL NECK MANOR SCH FOR DEAF,Nonsectarian,School,40 FROST MILL ROAD,11765,-73.563325,40.878739
75912,Cerebral Palsy of Westchester,Nonsectarian,School,1186 KING STREET,10573,-73.663398,41.002962
75913,PIERRE VAN CORTLANDT M.S.,Non-NYC Public,School,3 GLEN PLACE,10520,-73.88381,41.20364
75914,CNTR FOR DEV DISABILITES,Nonsectarian,School,72 SOUTH WOODS RD,11797,-73.482382,40.83265
75915,VARIETY CHILD LEARNING CENTER,Nonsectarian,School,72 Farmedge Rd,11756,-73.501312,40.73538
75918,SAPPO SCHOOL & LEARNING CTR,Nonsectarian,School,646 ROUTE 112  UNIT 8,11772,-73.00873,40.784181
75919,THE BRONXVILLE SCHOOL,Non-NYC Public,School,177 PONDFIELD ROAD,10708,-73.83203,40.937402
75920,BANYAN HIGH SCHOOL,Nonsectarian,School,471 MAIN STREET,7424,-74.244139,40.885928
75933,Nassau Boces Carmans Road Sch,Non-NYC Public,School,1 CARMANS ROAD,11762,-73.434227,40.713322
75935,WINSTON PREPARATORY SCHOOL,Nonsectarian,School,57 WEST ROCKS ROAD,6851,-73.4133,41.1309
75944,MT PLEASANT BLYTHEDALE UFSD,Non-NYC Public,School,95 BRADHURST AVE,10595,-73.80274,41.09486
75947,ST. MARY'S ELEM. SCH.,Parochial,School,1340 NORTHERN BLVD,11030,-73.696923,40.792861
75950,ABILITY SCHOOL,Nonsectarian,School,"192 W DEMAREST AVE,",7631,-73.979876,40.900686
75953,HUDSON CATHOLIC H.S.,Parochial,School,790 BERGEN AVENUE,7306,-74.067749,40.725784
75954,SCH FOR CHILD-HIDDEN INTELL,Yeshiva,School,345 OAK STREET,8701,-74.20489,40.06438
75955,THE ORCHARD SCHOOL,Nonsectarian,School,1156 NORTH BROADWAY,10701,-73.882106,40.974475
75958,THE SUMMIT SCHOOL - NYACK,Nonsectarian,School,339 NORTH BROADWAY,10960,-73.91685,41.106169
75963,E.C.L.C. OF NEW JERSEY,Nonsectarian,School,302 NORTH FRANKLIN TPKE,7423,-74.115702,41.006214
75965,DOWS LANE ELEMENTARY SCHOOL,Non-NYC Public,School,DOWS LANE-ROUTE 9 - IRVINGTON,10533,-73.871208,41.033324
75966,BOCES @ Daniel Warren Elm Schl,Non-NYC Public,School,1310 Harrison Ave,10543,-73.720074,40.956598
75967,ROOSEVELT CHILD. ACAD.CHARTER,Nonsectarian,School,196 WEST CENTENNIAL AVE,11575,-73.595224,40.676557
75977,MIDRESH SHALHEVET HS FOR GIRLS,Yeshiva,School,1000 ROSEDALE ROAD,11581,-73.721263,40.65223
75984,CHILDREN'S SPECIALIZED HOSP,Nonsectarian,School,330 SOUTH AVENUE  2ND FLOOR,7023,-74.37939,40.642531
75985,REACH-PROJECT SEARCH,Nonsectarian,School,20 SOUTH PLAZA WEST ROAD,10595,-73.785317,41.082787
75987,FARMINGDALE HIGH SCHOOL,Non-NYC Public,School,150 LINCOLN STREET,11735,-73.436814,40.708165
75988,SCHECHTER SCH OF LONG ISLAND,Yeshiva,School,6 CROSS STREET,11596,-73.642999,40.757433
75995,Crescent School,Other Religion,School,130 Front Street,11550,-73.632221,40.703944
75999,THE DERON SCHOOL,Nonsectarian,School,130 GROVE STREET,7042,-74.206924,40.816168
C008,HC/HC-Ace Progam-Hospital Clinic Home Center,,Pre-K/EI Site,1419 Broadway,11221,-73.92031473,40.68851756
C009,Auditory/Oral School of N.Y.,,Pre-K/EI Site,3321 Avenue M,11210,-73.94245962,40.61994964
C026,(Preschool students funded under section 4410),,Pre-K/EI Site,3830 Paulding Avenue,10469,-73.85392589,40.88192887
C027,BLOCK ACADEMY,,Pre-K/EI Site,133 27TH AVENUE,11214,-73.98736925,40.59085204
C028,Positive Beginnings Preschool,,Pre-K/EI Site,72-52 Metropolitan Avenue,11379,-73.8799328,40.71265844
C037,Astor Lawrence Hickey Center,,Pre-K/EI Site,4010 Dyre Avenue,10466,-73.83106192,40.89107866
C040,Merricat's Castle School,,Pre-K/EI Site,316 East 88th Street,10128,-73.95017198,40.77891088
C041,"Birch, Herbert G. Early Childhood Center",,Pre-K/EI Site,554 Fort Washington Avenue,10033,-73.93725434,40.85391778
C042,AMAC Children's House,,Pre-K/EI Site,25 West 17th Street,10011,-73.99325566,40.73835963
C047,Annex at Jackson Children's Services,,Pre-K/EI Site,36-02 14th Street,11106,-73.93763521,40.75998528
C053,Bank Street Family Center,,Pre-K/EI Site,610 West 112th Street,10025,-73.96619727,40.80562567
C056,"Books and Rattles, Inc.",,Pre-K/EI Site,63-08 69th Place,11379,-73.88660701,40.716313
C057,ST MARK'S HEADSTART,,Pre-K/EI Site,2017 BEVERLY ROAD,11226,-73.959742,40.64489065
C059,ST. MARK'S HS/BISHOP SEXTON SITE,,Pre-K/EI Site,933 HERKIMER STREET,11233,-73.92249747,40.67816851
C063,Beachbrook Nursery,,Pre-K/EI Site,2953 Avenue X,11235,-73.93924495,40.59397398
C069,THERACARE PRESCHOOL SERVICES INC. LEARNING LADDER DAY CARE CENTER,,Pre-K/EI Site,100 ALDRICH STREET,10475,-73.83215301,40.87006687
C073,Herbert Birch Bronx Campus,,Pre-K/EI Site,475 West 250th Street,10471,-73.90708938,40.89751883
C074,"Birch, Herbert G. Early Childhood Center",,Pre-K/EI Site,145-02 Farmers Boulevard,11434,-73.76737899,40.66617061
C087,"MT PLEASANT-BLYTHEDALE, UFSD",,Pre-K/EI Site,95 BRADHURST AVENUE,10595,-73.79906875,41.07549168
C092,Block Institute School,,Pre-K/EI Site,376 Bay 44th Street,11214,-73.99305483,40.58790461
C101,Gillen Brewer,,Pre-K/EI Site,410 East 92nd Street,10128,-73.9461664,40.78050652
C104,PAL WORLD OF CREATIVE EXPERIENCE,,Pre-K/EI Site,280 LIVONIA AVENUE,11212,-73.90736949,40.66277559
C107,BOOKS & RATTLES @ LEARNING TREE,,Pre-K/EI Site,86-28 FRANCIS LEWIS BLVD,11427,-73.76454184,40.72446117
C108,Books & Rattles Inc. Peek-A-Boo,,Pre-K/EI Site,75-02 51 AVENUE,11373,-73.88855718,40.73656573
C117,SUNSHINE DEVELOPMENTAL SCHOOL,,Pre-K/EI Site,91-10 146TH Street,11435,-73.80884096,40.70087511
C118,Canarsie Childhood Center,,Pre-K/EI Site,650 East 77th Street,11236,-73.91815021,40.63647776
C119,Lefferts-Liberty Kiwanis-First Step,,Pre-K/EI Site,82-12 151 Avenue,11414,-73.85238382,40.66761487
C121A,Matilda Cuomo-First Step,,Pre-K/EI Site,115-15 101 Avenue,11419,-73.82913257,40.68906881
C121B,Dolly and Frank Russo Sr.-First Step,,Pre-K/EI Site,118-01 101 Avenue,11419,-73.82672928,40.68975416
C125,ICCD,,Pre-K/EI Site,98-02 62nd Drive,11374,-73.85951658,40.73310302
C126,KIDS CENTRIC PAL A & M SCHWARTZ HEAD START,,Pre-K/EI Site,452 PENNSYLVANIA AVENUE,11207,-73.8943883,40.66606363
C130,Charles R. Drew  Day Care Center,,Pre-K/EI Site,109-45 207th Street,11429,-73.75063276,40.70835027
C133,"Jewish Bd of Family and Child. Servs., Inc.",,Pre-K/EI Site,34 West 139 Street,10037,-73.9368315,40.81576056
C135,"UNITED COMMUNITY SERVICES, INC BUSHWICK HEAD START",,Pre-K/EI Site,136 STANHOPE STREET,11206,-73.92297559,40.69809862
C141,Child Study Center of N.Y. - (Staten Island),,Pre-K/EI Site,285 Clove Road,10310,-74.12578253,40.63323218
C143,LEAKE AND WATTS (CAROL AND FRANK BIONDI EDUCATIONAL CENTER),,Pre-K/EI Site,463 HAWTHORNE AVENUE,10705,-73.79050476,40.91659171
C147,The Child Learning Center of N.Y./Brooklyn,,Pre-K/EI Site,167 clermont avenue,11219,-73.97073689,40.69260369
C148,Children at Play Early Intervention Center,,Pre-K/EI Site,40 Merrill  Avenue,10314,-74.16199249,40.61003451
C149,Books and Rattles A to Z Learning Center Too,,Pre-K/EI Site,220-24 Jamaica Ave,11428,-73.73395118,40.71908891
C153,John Coleman School,,Pre-K/EI Site,317 North Street,10605,-73.74492877,41.02609169
C157,SUNSHINE DEVELOPMENTAL SCHOOL-LA PENNISULA HEAD START,,Pre-K/EI Site,711 MANIDA STREET,10474,-73.88847683,40.81475779
C158,ICCD/Interdisciplinary Center for Child Development,,Pre-K/EI Site,61-56 Springfield Blvd,11361,-73.75655555,40.74877964
C163,Crossroads School for Child Development,,Pre-K/EI Site,90 Henry Street,11696,-73.74015879,40.61707177
C165A,Crown Multi-Educational Services,,Pre-K/EI Site,470 Lefferts Avenue,11225,-73.94595874,40.66264649
C176,EPISCOPAL SOCIAL SERVICES OF NY INC,,Pre-K/EI Site,2967 8TH AVENUE,10039,-73.93664811,40.83003299
C177,SUNSHINE DEVELOPMENTAL SCHOOL-COMMITTEE FOR EARLY CHILDHOOD DEV. HS,,Pre-K/EI Site,193-04 JAMAICA AVENUE,11436,-73.7672405,40.71308959
C178,Easter Seals Learning Center,,Pre-K/EI Site,2433 East Tremont Ave,10461,-73.85270764,40.84254908
C182,ROOSEVELT CHILDREN'S CENTER,,Pre-K/EI Site,460 WEST 34TH STREET,10001,-73.99785242,40.75402683
C183,Comprehensive Kids Developmental School - Site #1,,Pre-K/EI Site,383 Grand Street,10002,-73.98824368,40.71640118
C192,Association for Children with Down Syndrome,,Pre-K/EI Site,4 Fern Place,11803,-73.49272886,40.77340173
C195,Steppingstone Bronx,,Pre-K/EI Site,2826 Westchester Avenue,10461,-73.83535446,40.84460611
C196,Little Meadows Early Childhood Center-Pee Wee Folks,,Pre-K/EI Site,12-45 Clintonville Street,11357,-73.81183116,40.79017242
C197,East River Child Development Center,,Pre-K/EI Site,577 Grand Street,10002,-73.97907828,40.7136908
C199,EDEN II SCHOOL FOR AUTISTIC CHILDREN,,Pre-K/EI Site,75 SKYLINE DRIVE,10304,-74.07883448,40.61547947
C200,"The Atlantic and Pacific School, Inc., New Life Child Development Center",,Pre-K/EI Site,1307 Greene Avenue,11237,-73.91923547,40.69837053
C201,GROW WITH US PRESCHOOL,,Pre-K/EI Site,1732 DAVIDSON AVENUE,10453,-73.91341909,40.84779813
C204,Brookville Center for Children's Services,,Pre-K/EI Site,600 Community Drive,11030,-73.70178879,40.78499173
C205,Hawthorne Country Day School,,Pre-K/EI Site,5 Bradhurst Avenue,10532,-73.79897874,41.08395168
C206,"Theracare, Inc Addie Mae Collins Head Start Program",,Pre-K/EI Site,345 East 101 Street,10001,-73.94374165,40.78701861
C221,Aim High Children's Services,,Pre-K/EI Site,295 Woodbine Street,11237,-73.91294131,40.69641167
C222,Gingerbread Learning Center,,Pre-K/EI Site,80 Woodrow Road,10312,-74.1809286,40.56311947
C223,Gingerbread Learning Center,,Pre-K/EI Site,471 North Gannon Avenue,10314,-74.14475094,40.60804832
C225,Highbridge Advisory Council,,Pre-K/EI Site,800 Concourse Village East,10451,-73.91924906,40.82411275
C226,Theracare Preschool Services Inc,,Pre-K/EI Site,31-10 Thomson Avenue,11101,-73.93502206,40.74490145
C232,THERACARE @ J & J ACADEMY,,Pre-K/EI Site,55 WYONA AVENUE,10314,-74.14907405,40.61025236
C240,NORTHSIDE/SUSAN PATRICOF HEADSTART CENTER,,Pre-K/EI Site,302 EAST 111 STREET,10029,-73.93982473,40.79368908
C241,BRONX ORGANIZATION FOR THE LEARNING (BOLD),,Pre-K/EI Site,2885 SAINT THERESA AVENUE,10461,-73.83270746,40.84944946
C244,Guild for Exceptional Children,,Pre-K/EI Site,1273 57th Street,11219,-73.99751052,40.63099807
C247,AIM HIGH CHILDREN'S SERVICES/LUCK STARS OF FOREST HILL,,Pre-K/EI Site,68-38 YELLOWSTONE BLVD.,11375,-73.8478037,40.72542751
C249,AIM HIGH CHILDREN'S SERVICES/JFKIDS PORT,,Pre-K/EI Site,BUILDING 350 JFK INTERNATIONAL AIRPORT,11430,-73.78824186,40.64824352
C262,HC/HC - Ace Program,,Pre-K/EI Site,1441 Broadway,11221,-73.91964091,40.68812459
C264,Infant & Child Learning,,Pre-K/EI Site,670 Parkside Avenue,11203,-73.95124756,40.65618489
C265,HCHC/SECOND STEP ANNEX,,Pre-K/EI Site,165 East 46th Street,11203,-73.93498737,40.65840561
C265B,HC/HC - Second Step,,Pre-K/EI Site,624 Schenectady Avenue,11203,-73.93406086,40.65864114
C266,HIDEC,,Pre-K/EI Site,1401 Avenue I,11230,-73.96263812,40.62749242
C268,"Keller, Helen Services for the Blind",,Pre-K/EI Site,57 Willoughby Street,11201,-73.9866649,40.69221688
C270,H.A.S.C. Preschool - Brooklyn,,Pre-K/EI Site,1311 55th Street,11219,-73.9949994,40.63130541
C271,Interdisciplinary Center for Child development,,Pre-K/EI Site,16-50 Utopia Parkway,11357,-73.79466618,40.78322912
C272,H.A.S.C. Preschool,,Pre-K/EI Site,555 Remsen Avenue,11236,-73.92019856,40.65301379
C273,H.A.S.C. Preschool/Woodmere,,Pre-K/EI Site,321 Woodmere Blvd.,11598,-73.7143888,40.63439177
C275A,Highbridge Advisory Council,,Pre-K/EI Site,1399 Ogden Avenue,10452,-73.92427599,40.84229165
C275B,Highbridge Advisory Council,,Pre-K/EI Site,1181 Nelson Avenue,10452,-73.92570562,40.83723133
C277,UNIVERSITY SETTLEMENT/CHILDREN'S CORNER,,Pre-K/EI Site,565 LIVONIA AVENUE,11207,-73.89635177,40.66441581
C278,Highbridge Advisory Council,,Pre-K/EI Site,1594 Townsend Avenue,10452,-73.9136333,40.84427408
C282,KIDS CENTRIC INC./BOULEVARD NURSERY SCHOOL,,Pre-K/EI Site,2150 Linden Blvd,11207,-73.88336974,40.66150214
C283,CHILDREN'S LEARNING CENTER,,Pre-K/EI Site,310 West 103rd Street,10025,-73.97029967,40.79983268
C284,Comprehensive Kids Developmental School - Site # 2,,Pre-K/EI Site,387 Grand Street,10002,-73.98785772,40.71628311
C286,SUNSHINE DEVELOPMENTAL SCHOOL COMMITTEE FOR EARLY CHILDHOOD DV HEAD START,,Pre-K/EI Site,117-21 SUTPHIN BOULEVARD,11436,-73.79201597,40.68026559
C287,THERACARE PRESCHOOL SERVICES INC,,Pre-K/EI Site,1515 SOUTHERN BOULEVARD,10460,-73.88993386,40.83373342
C295,Sunshine Developmental School,,Pre-K/EI Site,3017 GLENWOOD ROAD,11210,-73.94751675,40.63402186
C296,SUNSHINE DEVELOPMENTAL SCHOOL,,Pre-K/EI Site,293 NEPTUNE AVENUE,11235,-73.9641329,40.58107839
C299,theracare at little angels head start/sacred heart,,Pre-K/EI Site,95 west 168th street,10452,-73.9245371,40.83832022
C302,COMMUNITY PARENTS HEAD START,,Pre-K/EI Site,4105 BEACH CHANNEL DRIVE,11691,-73.77301104,40.59578878
C303,COMMUNITY PARENTS HEAD START,,Pre-K/EI Site,90 CHAUNCEY STREET,11233,-73.93044489,40.68028158
