Busbreakdown_ID,first_opt,Run_Type,Bus_No,Reason,How_Long_Delayed,Occurred_On,Boro,Bus_Company_Name,name,address,type,agency
1268774,03208,"Special Ed AM Run",2518,Other,30,"10/27/16 7:33",Bronx,"G.V.C., LTD.","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1268721,03279,"Special Ed AM Run",1330,"Heavy Traffic",45,"10/27/16 7:52",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1268437,03469,"Special Ed AM Run",56089,"Mechanical Problem",30,"10/28/16 7:15",Bronx,"G.V.C., LTD.","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1268327,03149,"Special Ed AM Run",21280,"Heavy Traffic","","10/28/16 8:00",Bronx,"G.V.C., LTD.","PS 149 SOJOURNER TRUTH","41 W 117 St","Elementary School - Public","NYC DOE"
1267977,03208,"Special Ed AM Run",2564,"Mechanical Problem",30,"10/31/16 7:37",Queens,"LOGAN BUS COMPANY INC.","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1267632,03469,"Special Ed PM Run",56089,"Mechanical Problem",30,"11/1/16 6:53",Manhattan,"LEESEL TRANSP CORP (B2192","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1267041,05200,"General Ed AM Run",10326,Other,50,"11/2/16 7:25",Queens,"BORO TRANSIT, INC.","PS 200 THE JAMES MCCUNE SMITH SCH","2589 7 Ave","Elementary School - Public","NYC DOE"
1266969,03279,"Special Ed AM Run",1422,"Heavy Traffic",15,"11/2/16 8:17",Manhattan,"RELIANT TRANS, INC. (B232","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1266896,03076,"Special Ed PM Run",1400,"Mechanical Problem",25,"11/2/16 15:08",Queens,"RELIANT TRANS, INC. (B232","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1266895,03422,"General Ed PM Run",24528,"Heavy Traffic",15,"11/2/16 15:12",Bronx,"PIONEER TRANSPORTATION CO","SISULU-WALKER CHARTER SCHOOL","125 W 115 St","Elementary School - Public Charter","NYC DOE"
1265702,03149,"General Ed AM Run",27693,"Mechanical Problem","","11/9/16 6:45",Brooklyn,"JOFAZ TRANSPORTATION INC.","PS 149 SOJOURNER TRUTH","41 W 117 St","Elementary School - Public","NYC DOE"
1264756,03864,"General Ed AM Run",25601,"Mechanical Problem",10,"11/14/16 8:10",Bronx,"DON THOMAS BUSES, INC.","FUTURE LEADERS INST CHARTER SCHOOL","134 W 122 St","Elementary School - Public Charter","NYC DOE"
1264667,03185,"Special Ed AM Run",TNO433,Other,45,"11/14/16 17:15",Manhattan,"CONSOLIDATED BUS TRANS. I","PS 185 EARLY CHLDHD DISCOVERY","20 W 112 St","Elementary School - Public","NYC DOE"
1264354,05621,"Special Ed AM Run",1452,"Heavy Traffic",15,"11/15/16 7:43","Staten Island","PIONEER TRANSPORTATION CO","DEMOCRACY PREP HARLEM CHARTER SCHOOL","222 W 134 St","Intermediate/JHS - Public Charter","NYC DOE"
1264328,03864,"Special Ed AM Run",16375,"Heavy Traffic",15,"11/15/16 7:47",Manhattan,"RELIANT TRANS, INC. (B232","FUTURE LEADERS INST CHARTER SCHOOL","134 W 122 St","Elementary School - Public Charter","NYC DOE"
1263318,03279,"Special Ed PM Run",8013,"Flat Tire",15,"11/18/16 6:35",Manhattan,"RELIANT TRANS, INC. (B232","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1263113,03279,"Special Ed AM Run",1383,"Heavy Traffic",30,"11/18/16 7:45",Bronx,"DON THOMAS BUSES, INC. (B","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1262712,03864,"Special Ed AM Run",19252,"Heavy Traffic",15,"11/21/16 7:58",Manhattan,"FIRST STEPS TRANSP INC. (","FUTURE LEADERS INST CHARTER SCHOOL","134 W 122 St","Elementary School - Public Charter","NYC DOE"
1262260,03208,"Special Ed AM Run",2564,"Won`t Start","","11/22/16 14:25",Manhattan,"SNT BUS INC","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1261851,05046,"Special Ed AM Run",1395,"Heavy Traffic",15,"11/28/16 6:20",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","PS 46 ARTHUR TAPPAN","2987 Frederick Douglas Blvd","Elementary School - Public","NYC DOE"
1261312,03864,"Special Ed AM Run",1339,"Mechanical Problem",30,"11/29/16 7:18","All Boroughs","VAN TRANS LLC (B2192)","FUTURE LEADERS INST CHARTER SCHOOL","134 W 122 St","Elementary School - Public Charter","NYC DOE"
1261110,03208,"Special Ed AM Run",2564,"Heavy Traffic",15,"11/29/16 8:01",Bronx,"G.V.C., LTD.","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1260997,05154,"General Ed Field Trip",11336,Accident,30,"11/29/16 14:13",Queens,"RELIANT TRANS, INC. (B232","PS 154 HARRIET TUBMAN","250 W 127 St","Elementary School - Public","NYC DOE"
1260792,03329,"General Ed AM Run",24521,"Mechanical Problem",30,"11/30/16 7:19",Bronx,"G.V.C., LTD.","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1260756,03208,"Special Ed AM Run",2564,"Heavy Traffic",20,"11/30/16 7:25",Manhattan,"LEESEL TRANSP CORP (B2192","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1259702,03329,"General Ed AM Run",25581,Other,30,"12/2/16 13:36","Rockland County","DON THOMAS BUSES, INC. (B","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1259550,03329,"Special Ed AM Run",4512,"Won`t Start",20,"12/5/16 6:15",Brooklyn,"BORO TRANSIT, INC.","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1259540,03864,"Special Ed PM Run",19252,Other,60,"12/5/16 6:35","Staten Island","PIONEER TRANSPORTATION CO","FUTURE LEADERS INST CHARTER SCHOOL","134 W 122 St","Elementary School - Public Charter","NYC DOE"
1258546,03208,"Special Ed AM Run",2564,Other,15,"12/6/16 16:47",Bronx,"PIONEER TRANSPORTATION CO","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1258430,03076,"Special Ed AM Run",1396,"Heavy Traffic",10,"12/7/16 7:08",Bronx,"B & F SKILLED INC.(B2192)","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1258401,05046,"Special Ed AM Run",1303,"Heavy Traffic",30,"12/7/16 7:18",Queens,"LITTLE RICHIE BUS SERVICE","PS 46 ARTHUR TAPPAN","2987 Frederick Douglas Blvd","Elementary School - Public","NYC DOE"
1258187,03208,"Special Ed AM Run",2564,"Weather Conditions",15,"12/7/16 14:10",Brooklyn,"BORO TRANSIT, INC.","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1257968,03208,"Special Ed AM Run",2564,"Mechanical Problem",20,"12/8/16 7:19",Bronx,"VAN TRANS LLC (B2192)","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1257574,05175,"Special Ed AM Run",1488,"Heavy Traffic",30,"12/9/16 7:36",Bronx,"G.V.C., LTD.","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1257401,03208,"Special Ed AM Run",2564,"Heavy Traffic",15,"12/9/16 14:53",Bronx,"PIONEER TRANSPORTATION CO","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1257170,05046,"Special Ed AM Run",1303,"Heavy Traffic",45,"12/12/16 7:00",Manhattan,"LEESEL TRANSP CORP (B2192","PS 46 ARTHUR TAPPAN","2987 Frederick Douglas Blvd","Elementary School - Public","NYC DOE"
1257057,05200,"General Ed AM Run",10267,Other,30,"12/12/16 7:35",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","PS 200 THE JAMES MCCUNE SMITH SCH","2589 7 Ave","Elementary School - Public","NYC DOE"
1257041,03208,"Special Ed AM Run",2564,"Weather Conditions",20,"12/12/16 7:38",Bronx,"VAN TRANS LLC (B2192)","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1256998,03076,"General Ed PM Run",6106,"Heavy Traffic",60,"12/12/16 7:46",Westchester,"MAR-CAN TRANSPORT CO. INC","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1256822,03208,"Special Ed AM Run",2564,"Heavy Traffic",15,"12/12/16 8:20","","DON THOMAS BUSES, INC. (B","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1256629,03076,"General Ed AM Run",6106,"Heavy Traffic",30,"12/13/16 6:47","All Boroughs","VAN TRANS LLC (B2192)","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1256576,05046,"Special Ed AM Run",1303,"Heavy Traffic",15,"12/13/16 7:12","Staten Island","B & F SKILLED INC.(B2192)","PS 46 ARTHUR TAPPAN","2987 Frederick Douglas Blvd","Elementary School - Public","NYC DOE"
1256509,03329,"Special Ed AM Run",2019,"Mechanical Problem",15,"12/13/16 7:34",Manhattan,"LEESEL TRANSP CORP (B2192","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1256280,05046,"Special Ed AM Run",1455,"Heavy Traffic",10,"12/14/16 6:05","Staten Island","PIONEER TRANSPORTATION CO","PS 46 ARTHUR TAPPAN","2987 Frederick Douglas Blvd","Elementary School - Public","NYC DOE"
1256247,05200,"General Ed AM Run",10267,"Mechanical Problem",45,"12/14/16 6:27",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","PS 200 THE JAMES MCCUNE SMITH SCH","2589 7 Ave","Elementary School - Public","NYC DOE"
1256245,03208,"Special Ed AM Run",2564,Other,30,"12/14/16 6:25",Queens,"QUALITY TRANSPORTATION CO","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1256012,05046,"Special Ed AM Run",1302,"Heavy Traffic",15,"12/14/16 7:56",Bronx,"VAN TRANS LLC (B2192)","PS 46 ARTHUR TAPPAN","2987 Frederick Douglas Blvd","Elementary School - Public","NYC DOE"
1255750,05046,"Special Ed AM Run",1303,"Heavy Traffic",15,"12/15/16 7:00","Nassau County","BORO TRANSIT, INC.","PS 46 ARTHUR TAPPAN","2987 Frederick Douglas Blvd","Elementary School - Public","NYC DOE"
1255719,03279,"Special Ed AM Run",8013,"Heavy Traffic",45,"12/15/16 7:18","Staten Island","PIONEER TRANSPORTATION CO","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1255428,03329,"Special Ed AM Run",2154,Other,15,"12/16/16 5:43",Manhattan,"RELIANT TRANS, INC. (B232","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1255390,03208,"Special Ed AM Run",2564,"Heavy Traffic",15,"12/16/16 6:24","Staten Island","RELIANT TRANS, INC. (B232","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1255225,03279,"Special Ed PM Run",1428,"Heavy Traffic",30,"12/16/16 7:11",Manhattan,"HAPPY CHILD TRANS LLC (B2","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1255076,05175,"Special Ed AM Run",1488,"Heavy Traffic",15,"12/16/16 7:49",Manhattan,"RELIANT TRANS, INC. (B232","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1254894,05046,"Special Ed AM Run",1496,"Heavy Traffic",45,"12/16/16 5:24",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","PS 46 ARTHUR TAPPAN","2987 Frederick Douglas Blvd","Elementary School - Public","NYC DOE"
1254582,03864,"Special Ed AM Run",1339,"Mechanical Problem",15,"12/19/16 7:54",Bronx,"VAN TRANS LLC (B2192)","FUTURE LEADERS INST CHARTER SCHOOL","134 W 122 St","Elementary School - Public Charter","NYC DOE"
1254474,03749,"General Ed AM Run",26639,"Mechanical Problem",30,"12/19/16 14:25","","NEW DAWN TRANSIT, LLC (B2","NY FRENCH-AMERICAN CHARTER SCHOOL","311 W 120 St","Elementary School - Public Charter","NYC DOE"
1254369,03208,"Special Ed AM Run",2561,"Heavy Traffic",10,"12/20/16 6:21",Bronx,"PIONEER TRANSPORTATION CO","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1253580,03279,"Special Ed AM Run",14102,"Heavy Traffic",60,"12/22/16 6:15",Queens,"TWENTY FIRST AV TRANSP (B","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1253475,03420,"Special Ed AM Run",1454,"Problem Run",45,"12/22/16 7:44",Manhattan,"LEESEL TRANSP CORP (B2192","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1253424,03329,"Special Ed PM Run",4512,"Flat Tire","","12/22/16 8:02","Rockland County","MONTAUK STUDENT TRANS LLC","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1253358,05200,"General Ed AM Run",10449,"Heavy Traffic","","12/22/16 14:35",Brooklyn,"BORO TRANSIT, INC.","PS 200 THE JAMES MCCUNE SMITH SCH","2589 7 Ave","Elementary School - Public","NYC DOE"
1253135,03279,"Special Ed AM Run",14102,"Heavy Traffic",30,"12/23/16 14:21",Queens,"RELIANT TRANS, INC. (B232","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1253122,03420,"Special Ed AM Run",1454,"Problem Run",5,"12/23/16 14:38",Manhattan,"LEESEL TRANSP CORP (B2192","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1252976,05200,"Special Ed AM Run",1395,"Heavy Traffic",30,"1/3/17 6:30",Brooklyn,"Y & M TRANSIT CORP (B2192","PS 200 THE JAMES MCCUNE SMITH SCH","2589 7 Ave","Elementary School - Public","NYC DOE"
1252856,03420,"Special Ed AM Run",1454,"Problem Run",60,"1/3/17 7:00",Westchester,"MAR-CAN TRANSPORT CO. INC","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1252498,03420,"Special Ed AM Run",1454,"Problem Run","","1/4/17 6:15",Bronx,"LITTLE RICHIE BUS SERVICE","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1252237,03149,"Special Ed AM Run",4523,"Heavy Traffic",30,"1/4/17 7:48",Manhattan,"RELIANT TRANS, INC. (B232","PS 149 SOJOURNER TRUTH","41 W 117 St","Elementary School - Public","NYC DOE"
1252221,03420,"Special Ed AM Run",1454,"Problem Run",30,"1/4/17 7:45",Brooklyn,"EMPIRE STATE BUS CORP.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1251916,03420,"Special Ed AM Run",1454,"Problem Run",35,"1/5/17 7:03",Brooklyn,"QUALITY TRANSPORTATION CO","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1251712,05175,"Special Ed AM Run",1488,"Heavy Traffic",25,"1/5/17 8:10",Bronx,"G.V.C., LTD.","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1251708,05046,"Special Ed AM Run",1395,"Heavy Traffic","","1/5/17 8:22","","LORINDA ENT. LTD.","PS 46 ARTHUR TAPPAN","2987 Frederick Douglas Blvd","Elementary School - Public","NYC DOE"
1251566,03420,"Special Ed AM Run",1454,"Problem Run",30,"1/6/17 6:10",Brooklyn,"EMPIRE STATE BUS CORP.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1251557,03279,"Special Ed AM Run",8013,"Heavy Traffic",25,"1/6/17 6:33","","RELIANT TRANS, INC. (B232","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1251264,03420,"Special Ed AM Run",1454,"Problem Run","","1/6/17 8:40",Manhattan,"CONSOLIDATED BUS TRANS. I","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1251025,03420,"Special Ed AM Run",1454,"Problem Run",25,"1/9/17 6:30",Bronx,"BORO TRANSIT, INC.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1250540,03208,"Special Ed AM Run",2564,"Heavy Traffic",40,"1/9/17 8:08",Manhattan,"THOMAS BUSES, INC. (B2321","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1250375,03749,"General Ed AM Run",19229,"Weather Conditions",40,"1/10/17 5:50",Brooklyn,"JOFAZ TRANSPORTATION INC.","NY FRENCH-AMERICAN CHARTER SCHOOL","311 W 120 St","Elementary School - Public Charter","NYC DOE"
1250363,05175,"Special Ed AM Run",1421,"Problem Run",25,"1/10/17 6:04",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1250335,03420,"Special Ed AM Run",1454,"Problem Run",35,"1/10/17 6:20",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1250222,03329,"Special Ed AM Run",2514,"Flat Tire",35,"1/10/17 6:58",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1249973,05175,"Special Ed AM Run",1488,"Problem Run",15,"1/10/17 8:06","Nassau County","THOMAS BUSES, INC. (B2321","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1249970,03420,"Special Ed AM Run",1454,"Problem Run",10,"1/10/17 8:06",Manhattan,"SNT BUS INC","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1249659,05175,"Special Ed AM Run",1488,"Problem Run",30,"1/11/17 7:17",Manhattan,"HAPPY CHILD TRANS LLC (B2","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1249653,03420,"Special Ed AM Run",1454,"Problem Run","","1/11/17 7:17","","LOGAN BUS COMPANY INC.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1249604,03329,"Special Ed PM Run",2547,"Heavy Traffic",25,"1/11/17 7:37",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1249297,05175,"Special Ed AM Run",1488,"Problem Run","","1/12/17 6:46",Bronx,"BOBBY`S BUS CO. INC.","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1249271,03420,"Special Ed AM Run",1454,"Problem Run",30,"1/12/17 6:57",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1249228,03279,"Special Ed AM Run",8013,"Heavy Traffic",30,"1/12/17 7:10",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1248836,03076,"Special Ed AM Run",1396,"Heavy Traffic",25,"1/13/17 6:44",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1248578,03279,"Special Ed AM Run",1428,"Heavy Traffic",20,"1/13/17 14:20",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1248474,05175,"Special Ed AM Run",1488,"Problem Run",30,"1/17/17 6:38",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1248466,03420,"Special Ed AM Run",1454,"Problem Run",30,"1/17/17 6:41",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1248145,05175,"Special Ed AM Run",1488,"Problem Run",15,"1/17/17 14:31",Queens,"QUALITY TRANSPORTATION CO","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1248141,03420,"Special Ed AM Run",1454,"Problem Run",35,"1/17/17 14:33","Nassau County","LOGAN BUS COMPANY INC.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1248001,03208,"Special Ed AM Run",2564,"Heavy Traffic","","1/18/17 6:20",Bronx,"LITTLE RICHIE BUS SERVICE","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1247979,03279,"Special Ed AM Run",1360,"Heavy Traffic",25,"1/18/17 6:57",Manhattan,"RELIANT TRANS, INC. (B232","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1247928,03076,"Special Ed AM Run",1445,"Heavy Traffic",15,"1/18/17 7:15",Queens,"RELIANT TRANS, INC. (B232","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1247864,05175,"Special Ed AM Run",1488,"Problem Run",40,"1/18/17 7:40",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1247854,03420,"Special Ed AM Run",1454,"Problem Run",40,"1/18/17 7:41",Bronx,"G.V.C., LTD.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1247664,03208,"Special Ed AM Run",2564,"Heavy Traffic","","1/18/17 14:45",Brooklyn,"BORO TRANSIT, INC.","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1247559,05175,"Special Ed AM Run",1488,"Problem Run",35,"1/19/17 6:43",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1247548,03420,"Special Ed AM Run",1454,"Problem Run",45,"1/19/17 6:48",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1247178,03749,"General Ed AM Run",26639,"Mechanical Problem",35,"1/20/17 6:35",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","NY FRENCH-AMERICAN CHARTER SCHOOL","311 W 120 St","Elementary School - Public Charter","NYC DOE"
1247163,05175,"Special Ed AM Run",1488,"Problem Run",15,"1/20/17 6:32",Manhattan,"MONTAUK STUDENT TRANS, IN","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1247122,03420,"Special Ed AM Run",1454,"Problem Run",30,"1/20/17 7:01",Bronx,"G.V.C. LTD. (B2192)","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1247115,05200,"General Ed AM Run",10441,Other,15,"1/20/17 7:04",Bronx,"VAN TRANS LLC (B2192)","PS 200 THE JAMES MCCUNE SMITH SCH","2589 7 Ave","Elementary School - Public","NYC DOE"
1247026,05046,"General Ed PM Run",27727,Accident,20,"1/20/17 7:33",Bronx,"G.V.C., LTD.","PS 46 ARTHUR TAPPAN","2987 Frederick Douglas Blvd","Elementary School - Public","NYC DOE"
1246963,03076,"Special Ed AM Run",1445,"Heavy Traffic",25,"1/20/17 7:47",Manhattan,"NEW DAWN TRANSIT, LLC (B2","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1246867,05175,"Special Ed AM Run",1488,"Problem Run",45,"1/20/17 13:54",Bronx,"G.V.C., LTD.","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1246863,03420,"Special Ed AM Run",1454,"Problem Run",15,"1/20/17 13:55",Bronx,"BORO TRANSIT, INC.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1246797,03076,"Special Ed AM Run",1436,"Heavy Traffic","","1/23/17 6:01",Bronx,"LOGAN BUS COMPANY INC.","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1246787,03420,"Special Ed PM Run",1454,"Flat Tire",25,"1/23/17 6:09","Staten Island","PIONEER TRANSPORTATION CO","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1246622,03329,"General Ed AM Run",25593,"Heavy Traffic",15,"1/23/17 7:14",Brooklyn,"FIRST STEPS","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1246471,05175,"Special Ed AM Run",1488,"Problem Run",20,"1/23/17 8:25",Manhattan,"LEESEL TRANSP CORP (B2192","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1246459,03420,"Special Ed AM Run",1454,"Problem Run",30,"1/23/17 13:42",Manhattan,"FIRST STEPS TRANSP INC. (","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1245914,05175,"Special Ed AM Run",1488,"Problem Run",35,"1/25/17 7:02",Queens,"LITTLE RICHIE BUS SERVICE","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1245907,03420,"Special Ed AM Run",1454,"Problem Run",20,"1/25/17 7:07",Manhattan,"RELIANT TRANS, INC. (B232","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1245621,03076,"Special Ed AM Run",1396,"Heavy Traffic",30,"1/26/17 6:40",Manhattan,"NEW DAWN TRANSIT, LLC (B2","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1245305,03076,"Special Ed AM Run",1445,"Heavy Traffic",20,"1/27/17 6:42",Bronx,"DON THOMAS BUSES, INC. (B","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1245103,05175,"Special Ed AM Run",1488,"Problem Run",55,"1/27/17 7:45",Manhattan,"SNT BUS INC","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1245098,03279,"Special Ed AM Run",1492,"Problem Run",25,"1/27/17 7:47",Bronx,"G.V.C. LTD. (B2192)","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1245074,03420,"Special Ed AM Run",1454,"Problem Run",20,"1/27/17 8:01",Bronx,"G.V.C. LTD. (B2192)","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1245048,05092,"Special Ed AM Run",1336,"Heavy Traffic","","1/27/17 8:24",Manhattan,"LEESEL TRANSP CORP (B2192","PS 92 MARY MCLEOD BETHUNE","222 W 134 St","Elementary School - Public","NYC DOE"
1244812,03864,"Special Ed AM Run",16380,"Weather Conditions",20,"1/30/17 7:12",Manhattan,"HAPPY CHILD TRANS LLC (B2","FUTURE LEADERS INST CHARTER SCHOOL","134 W 122 St","Elementary School - Public Charter","NYC DOE"
